combo,weight,ev
AdQh5s5d,1,0.02
AcQs5h5c,1,0.02
AcQs5d5c,1,0.02
AcQh5d5c,1,0.02
AcQh5s5c,1,0.02
AcQd5s5c,1,0.02
AcQd5h5c,1,0.02
AsQh5s4d,1,0.07
AsQh5s4c,1,0.07
AsQd5s4c,1,0.07
AsQd5s4h,1,0.07
AsQc5s4h,1,0.07
AsQc5s4d,1,0.07
AhQd5h4c,1,0.07
AhQd5h4s,1,0.07
AhQc5h4d,1,0.07
AhQc5h4s,1,0.07
AhQs5h4c,1,0.07
AhQs5h4d,1,0.07
AdQc5d4h,1,0.07
AdQc5d4s,1,0.07
AdQs5d4c,1,0.07
AdQs5d4h,1,0.07
AdQh5d4c,1,0.07
AdQh5d4s,1,0.07
AcQs5c4h,1,0.07
AcQs5c4d,1,0.07
AcQh5c4d,1,0.07
AcQh5c4s,1,0.07
AcQd5c4s,1,0.07
AcQd5c4h,1,0.07
AsQh4s4h,1,0.39
AsQd4s4d,1,0.39
AsQc4s4c,1,0.39
AhQd4h4d,1,0.39
AhQc4h4c,1,0.39
AhQs4s4h,1,0.39
AdQc4d4c,1,0.39
AdQs4s4d,1,0.39
AdQh4h4d,1,0.39
AcQs4s4c,1,0.39
AcQh4h4c,1,0.39
AcQd4d4c,1,0.39
AsQh4s3h,1,0.27
AsQd4s3d,1,0.27
AsQc4s3c,1,0.27
AhQd4h3d,1,0.27
AhQc4h3c,1,0.27
AhQs4h3s,1,0.27
AdQc4d3c,1,0.27
AdQs4d3s,1,0.27
AdQh4d3h,1,0.27
AcQs4c3s,1,0.27
AcQh4c3h,1,0.27
AcQd4c3d,1,0.27
AsQh4s2h,1,0.09
AsQd4s2d,1,0.09
AsQc4s2c,1,0.09
AhQd4h2d,1,0.09
AhQc4h2c,1,0.09
AhQs4h2s,1,0.09
AdQc4d2c,1,0.09
AdQs4d2s,1,0.09
AdQh4d2h,1,0.09
AcQs4c2s,1,0.09
AcQh4c2h,1,0.09
AcQd4c2d,1,0.09
AsQh4s4d,1,0.04
AsQh4s4c,1,0.04
AsQd4s4c,1,0.04
AsQd4s4h,1,0.04
AsQc4s4h,1,0.04
AsQc4s4d,1,0.04
AhQd4h4c,1,0.04
AhQd4s4h,1,0.04
AhQc4h4d,1,0.04
AhQc4s4h,1,0.04
AhQs4h4c,1,0.04
AhQs4h4d,1,0.04
AdQc4h4d,1,0.04
AdQc4s4d,1,0.04
AdQs4d4c,1,0.04
AdQs4h4d,1,0.04
AdQh4d4c,1,0.04
AdQh4s4d,1,0.04
AcQs4h4c,1,0.04
AcQs4d4c,1,0.04
AcQh4d4c,1,0.04
AcQh4s4c,1,0.04
AcQd4s4c,1,0.04
AcQd4h4c,1,0.04
AsQh3s3h,1,0.41
AsQd3s3d,1,0.41
AsQc3s3c,1,0.41
AhQd3h3d,1,0.41
AhQc3h3c,1,0.41
AhQs3s3h,1,0.41
AdQc3d3c,1,0.41
AdQs3s3d,1,0.41
AdQh3h3d,1,0.41
AcQs3s3c,1,0.41
AcQh3h3c,1,0.41
AcQd3d3c,1,0.41
AsQh3s2h,1,0.04
AsQd3s2d,1,0.04
AsQc3s2c,1,0.04
AhQd3h2d,1,0.04
AhQc3h2c,1,0.04
AhQs3h2s,1,0.04
AdQc3d2c,1,0.04
AdQs3d2s,1,0.04
AdQh3d2h,1,0.04
AcQs3c2s,1,0.04
AcQh3c2h,1,0.04
AcQd3c2d,1,0.04
AsQh3s3d,1,0.05
AsQh3s3c,1,0.05
AsQd3s3c,1,0.05
AsQd3s3h,1,0.05
AsQc3s3h,1,0.05
AsQc3s3d,1,0.05
AhQd3h3c,1,0.05
AhQd3s3h,1,0.05
AhQc3h3d,1,0.05
AhQc3s3h,1,0.05
AhQs3h3c,1,0.05
AhQs3h3d,1,0.05
AdQc3h3d,1,0.05
AdQc3s3d,1,0.05
AdQs3d3c,1,0.05
AdQs3h3d,1,0.05
AdQh3d3c,1,0.05
AdQh3s3d,1,0.05
AcQs3h3c,1,0.05
AcQs3d3c,1,0.05
AcQh3d3c,1,0.05
AcQh3s3c,1,0.05
AcQd3s3c,1,0.05
AcQd3h3c,1,0.05
AsQh2s2h,1,0.41
AsQd2s2d,1,0.41
AsQc2s2c,1,0.41
AhQd2h2d,1,0.41
AhQc2h2c,1,0.41
AhQs2s2h,1,0.41
AdQc2d2c,1,0.41
AdQs2s2d,1,0.41
AdQh2h2d,1,0.41
AcQs2s2c,1,0.41
AcQh2h2c,1,0.41
AcQd2d2c,1,0.41
AsQh2s2d,1,0.05
AsQh2s2c,1,0.05
AsQd2s2c,1,0.05
AsQd2s2h,1,0.05
AsQc2s2h,1,0.05
AsQc2s2d,1,0.05
AhQd2h2c,1,0.05
AhQd2s2h,1,0.05
AhQc2h2d,1,0.05
AhQc2s2h,1,0.05
AhQs2h2c,1,0.05
AhQs2h2d,1,0.05
AdQc2h2d,1,0.05
AdQc2s2d,1,0.05
AdQs2d2c,1,0.05
AdQs2h2d,1,0.05
AdQh2d2c,1,0.05
AdQh2s2d,1,0.05
AcQs2h2c,1,0.05
AcQs2d2c,1,0.05
AcQh2d2c,1,0.05
AcQh2s2c,1,0.05
AcQd2s2c,1,0.05
AcQd2h2c,1,0.05
AsQhJhTs,1,1.07
AsQdJdTs,1,1.07
AsQcJcTs,1,1.07
AhQdJdTh,1,1.07
AhQcJcTh,1,1.07
AhQsJsTh,1,1.07
AdQcJcTd,1,1.07
AdQsJsTd,1,1.07
AdQhJhTd,1,1.07
AcQsJsTc,1,1.07
AcQhJhTc,1,1.07
AcQdJdTc,1,1.07
AsQhJh9s,1,0.59
AsQdJd9s,1,0.59
AsQcJc9s,1,0.59
AhQdJd9h,1,0.59
AhQcJc9h,1,0.59
AhQsJs9h,1,0.59
AdQcJc9d,1,0.59
AdQsJs9d,1,0.59
AdQhJh9d,1,0.59
AcQsJs9c,1,0.59
AcQhJh9c,1,0.59
AcQdJd9c,1,0.59
AsQhJh8s,1,0.53
AsQdJd8s,1,0.53
AsQcJc8s,1,0.53
AhQdJd8h,1,0.53
AhQcJc8h,1,0.53
AhQsJs8h,1,0.53
AdQcJc8d,1,0.53
AdQsJs8d,1,0.53
AdQhJh8d,1,0.53
AcQsJs8c,1,0.53
AcQhJh8c,1,0.53
AcQdJd8c,1,0.53
AsQhJh7s,1,0.23
AsQdJd7s,1,0.23
AsQcJc7s,1,0.23
AhQdJd7h,1,0.23
AhQcJc7h,1,0.23
AhQsJs7h,1,0.23
AdQcJc7d,1,0.23
AdQsJs7d,1,0.23
AdQhJh7d,1,0.23
AcQsJs7c,1,0.23
AcQhJh7c,1,0.23
AcQdJd7c,1,0.23
AsQhJh6s,1,0.24
AsQdJd6s,1,0.24
AsQcJc6s,1,0.24
AhQdJd6h,1,0.24
AhQcJc6h,1,0.24
AhQsJs6h,1,0.24
AdQcJc6d,1,0.24
AdQsJs6d,1,0.24
AdQhJh6d,1,0.24
AcQsJs6c,1,0.24
AcQhJh6c,1,0.24
AcQdJd6c,1,0.24
AsQhJh5s,1,0.39
AsQdJd5s,1,0.39
AsQcJc5s,1,0.39
AhQdJd5h,1,0.39
AhQcJc5h,1,0.39
AhQsJs5h,1,0.39
AdQcJc5d,1,0.39
AdQsJs5d,1,0.39
AdQhJh5d,1,0.39
AcQsJs5c,1,0.39
AcQhJh5c,1,0.39
AcQdJd5c,1,0.39
AsQhJh4s,1,0.41
AsQdJd4s,1,0.41
AsQcJc4s,1,0.41
AhQdJd4h,1,0.41
AhQcJc4h,1,0.41
AhQsJs4h,1,0.41
AdQcJc4d,1,0.41
AdQsJs4d,1,0.41
AdQhJh4d,1,0.41
AcQsJs4c,1,0.41
AcQhJh4c,1,0.41
AcQdJd4c,1,0.41
AsQhJh3s,1,0.41
AsQdJd3s,1,0.41
AsQcJc3s,1,0.41
AhQdJd3h,1,0.41
AhQcJc3h,1,0.41
AhQsJs3h,1,0.41
AdQcJc3d,1,0.41
AdQsJs3d,1,0.41
AdQhJh3d,1,0.41
AcQsJs3c,1,0.41
AcQhJh3c,1,0.41
AcQdJd3c,1,0.41
AsQhJh2s,1,0.38
AsQdJd2s,1,0.38
AsQcJc2s,1,0.38
AhQdJd2h,1,0.38
AhQcJc2h,1,0.38
AhQsJs2h,1,0.38
AdQcJc2d,1,0.38
AdQsJs2d,1,0.38
AdQhJh2d,1,0.38
AcQsJs2c,1,0.38
AcQhJh2c,1,0.38
AcQdJd2c,1,0.38
AsQhJhTh,1,0.19
AsQdJdTd,1,0.19
AsQcJcTc,1,0.19
AhQdJdTd,1,0.19
AhQcJcTc,1,0.19
AhQsJsTs,1,0.19
AdQcJcTc,1,0.19
AdQsJsTs,1,0.19
AdQhJhTh,1,0.19
AcQsJsTs,1,0.19
AcQhJhTh,1,0.19
AcQdJdTd,1,0.19
AsQhJhJd,1,0.31
AsQhJhJc,1,0.31
AsQdJdJc,1,0.31
AsQdJhJd,1,0.31
AsQcJhJc,1,0.31
AsQcJdJc,1,0.31
AhQdJdJc,1,0.31
AhQdJsJd,1,0.31
AhQcJdJc,1,0.31
AhQcJsJc,1,0.31
AhQsJsJc,1,0.31
AhQsJsJd,1,0.31
AdQcJhJc,1,0.31
AdQcJsJc,1,0.31
AdQsJsJc,1,0.31
AdQsJsJh,1,0.31
AdQhJhJc,1,0.31
AdQhJsJh,1,0.31
AcQsJsJh,1,0.31
AcQsJsJd,1,0.31
AcQhJhJd,1,0.31
AcQhJsJh,1,0.31
AcQdJsJd,1,0.31
AcQdJhJd,1,0.31
AsQhJhTd,1,0.32
AsQhJhTc,1,0.32
AsQdJdTc,1,0.32
AsQdJdTh,1,0.32
AsQcJcTh,1,0.32
AsQcJcTd,1,0.32
AhQdJdTc,1,0.32
AhQdJdTs,1,0.32
AhQcJcTd,1,0.32
AhQcJcTs,1,0.32
AhQsJsTc,1,0.32
AhQsJsTd,1,0.32
AdQcJcTh,1,0.32
AdQcJcTs,1,0.32
AdQsJsTc,1,0.32
AdQsJsTh,1,0.32
AdQhJhTc,1,0.32
AdQhJhTs,1,0.32
AcQsJsTh,1,0.32
AcQsJsTd,1,0.32
AcQhJhTd,1,0.32
AcQhJhTs,1,0.32
AcQdJdTs,1,0.32
AcQdJdTh,1,0.32
AsQhJh9d,1,0.03
AsQhJh9c,1,0.03
AsQdJd9c,1,0.03
AsQdJd9h,1,0.03
AsQcJc9h,1,0.03
AsQcJc9d,1,0.03
AhQdJd9c,1,0.03
AhQdJd9s,1,0.03
AhQcJc9d,1,0.03
AhQcJc9s,1,0.03
AhQsJs9c,1,0.03
AhQsJs9d,1,0.03
AdQcJc9h,1,0.03
AdQcJc9s,1,0.03
AdQsJs9c,1,0.03
AdQsJs9h,1,0.03
AdQhJh9c,1,0.03
AdQhJh9s,1,0.03
AcQsJs9h,1,0.03
AcQsJs9d,1,0.03
AcQhJh9d,1,0.03
AcQhJh9s,1,0.03
AcQdJd9s,1,0.03
AcQdJd9h,1,0.03
AsQhJh8d,0.989,0
AsQhJh8c,0.989,0
AsQdJd8c,0.989,0
AsQdJd8h,0.989,0
AsQcJc8h,0.989,0
AsQcJc8d,0.989,0
AhQdJd8c,0.989,0
AhQdJd8s,0.989,0
AhQcJc8d,0.989,0
AhQcJc8s,0.989,0
AhQsJs8c,0.989,0
AhQsJs8d,0.989,0
AdQcJc8h,0.989,0
AdQcJc8s,0.989,0
AdQsJs8c,0.989,0
AdQsJs8h,0.989,0
AdQhJh8c,0.989,0
AdQhJh8s,0.989,0
AcQsJs8h,0.989,0
AcQsJs8d,0.989,0
AcQhJh8d,0.989,0
AcQhJh8s,0.989,0
AcQdJd8s,0.989,0
AcQdJd8h,0.989,0
AsQhTh9s,1,0.72
AsQdTd9s,1,0.72
AsQcTc9s,1,0.72
AhQdTd9h,1,0.72
AhQcTc9h,1,0.72
AhQsTs9h,1,0.72
AdQcTc9d,1,0.72
AdQsTs9d,1,0.72
AdQhTh9d,1,0.72
AcQsTs9c,1,0.72
AcQhTh9c,1,0.72
AcQdTd9c,1,0.72
AsQhTh8s,1,0.64
AsQdTd8s,1,0.64
AsQcTc8s,1,0.64
AhQdTd8h,1,0.64
AhQcTc8h,1,0.64
AhQsTs8h,1,0.64
AdQcTc8d,1,0.64
AdQsTs8d,1,0.64
AdQhTh8d,1,0.64
AcQsTs8c,1,0.64
AcQhTh8c,1,0.64
AcQdTd8c,1,0.64
AsQhTh7s,1,0.35
AsQdTd7s,1,0.35
AsQcTc7s,1,0.35
AhQdTd7h,1,0.35
AhQcTc7h,1,0.35
AhQsTs7h,1,0.35
AdQcTc7d,1,0.35
AdQsTs7d,1,0.35
AdQhTh7d,1,0.35
AcQsTs7c,1,0.35
AcQhTh7c,1,0.35
AcQdTd7c,1,0.35
AsQhTh6s,1,0.31
AsQdTd6s,1,0.31
AsQcTc6s,1,0.31
AhQdTd6h,1,0.31
AhQcTc6h,1,0.31
AhQsTs6h,1,0.31
AdQcTc6d,1,0.31
AdQsTs6d,1,0.31
AdQhTh6d,1,0.31
AcQsTs6c,1,0.31
AcQhTh6c,1,0.31
AcQdTd6c,1,0.31
AsQhTh5s,1,0.36
AsQdTd5s,1,0.36
AsQcTc5s,1,0.36
AhQdTd5h,1,0.36
AhQcTc5h,1,0.36
AhQsTs5h,1,0.36
AdQcTc5d,1,0.36
AdQsTs5d,1,0.36
AdQhTh5d,1,0.36
AcQsTs5c,1,0.36
AcQhTh5c,1,0.36
AcQdTd5c,1,0.36
AsQhTh4s,1,0.38
AsQdTd4s,1,0.38
AsQcTc4s,1,0.38
AhQdTd4h,1,0.38
AhQcTc4h,1,0.38
AhQsTs4h,1,0.38
AdQcTc4d,1,0.38
AdQsTs4d,1,0.38
AdQhTh4d,1,0.38
AcQsTs4c,1,0.38
AcQhTh4c,1,0.38
AcQdTd4c,1,0.38
AsQhTh3s,1,0.38
AsQdTd3s,1,0.38
AsQcTc3s,1,0.38
AhQdTd3h,1,0.38
AhQcTc3h,1,0.38
AhQsTs3h,1,0.38
AdQcTc3d,1,0.38
AdQsTs3d,1,0.38
AdQhTh3d,1,0.38
AcQsTs3c,1,0.38
AcQhTh3c,1,0.38
AcQdTd3c,1,0.38
AsQhTh2s,1,0.35
AsQdTd2s,1,0.35
AsQcTc2s,1,0.35
AhQdTd2h,1,0.35
AhQcTc2h,1,0.35
AhQsTs2h,1,0.35
AdQcTc2d,1,0.35
AdQsTs2d,1,0.35
AdQhTh2d,1,0.35
AcQsTs2c,1,0.35
AcQhTh2c,1,0.35
AcQdTd2c,1,0.35
AsQhTh9h,1,0.03
AsQdTd9d,1,0.03
AsQcTc9c,1,0.03
AhQdTd9d,1,0.03
AhQcTc9c,1,0.03
AhQsTs9s,1,0.03
AdQcTc9c,1,0.03
AdQsTs9s,1,0.03
AdQhTh9h,1,0.03
AcQsTs9s,1,0.03
AcQhTh9h,1,0.03
AcQdTd9d,1,0.03
AsQhThTd,1,0.2
AsQhThTc,1,0.2
AsQdTdTc,1,0.2
AsQdThTd,1,0.2
AsQcThTc,1,0.2
AsQcTdTc,1,0.2
AhQdTdTc,1,0.2
AhQdTsTd,1,0.2
AhQcTdTc,1,0.2
AhQcTsTc,1,0.2
AhQsTsTc,1,0.2
AhQsTsTd,1,0.2
AdQcThTc,1,0.2
AdQcTsTc,1,0.2
AdQsTsTc,1,0.2
AdQsTsTh,1,0.2
AdQhThTc,1,0.2
AdQhTsTh,1,0.2
AcQsTsTh,1,0.2
AcQsTsTd,1,0.2
AcQhThTd,1,0.2
AcQhTsTh,1,0.2
AcQdTsTd,1,0.2
AcQdThTd,1,0.2
AsQhTh9d,1,0.08
AsQhTh9c,1,0.08
AsQdTd9c,1,0.08
AsQdTd9h,1,0.08
AsQcTc9h,1,0.08
AsQcTc9d,1,0.08
AhQdTd9c,1,0.08
AhQdTd9s,1,0.08
AhQcTc9d,1,0.08
AhQcTc9s,1,0.08
AhQsTs9c,1,0.08
AhQsTs9d,1,0.08
AdQcTc9h,1,0.08
AdQcTc9s,1,0.08
AdQsTs9c,1,0.08
AdQsTs9h,1,0.08
AdQhTh9c,1,0.08
AdQhTh9s,1,0.08
AcQsTs9h,1,0.08
AcQsTs9d,1,0.08
AcQhTh9d,1,0.08
AcQhTh9s,1,0.08
AcQdTd9s,1,0.08
AcQdTd9h,1,0.08
AsQhTh8d,1,0.04
AsQhTh8c,1,0.04
AsQdTd8c,1,0.04
AsQdTd8h,1,0.04
AsQcTc8h,1,0.04
AsQcTc8d,1,0.04
AhQdTd8c,1,0.04
AhQdTd8s,1,0.04
AhQcTc8d,1,0.04
AhQcTc8s,1,0.04
AhQsTs8c,1,0.04
AhQsTs8d,1,0.04
AdQcTc8h,1,0.04
AdQcTc8s,1,0.04
AdQsTs8c,1,0.04
AdQsTs8h,1,0.04
AdQhTh8c,1,0.04
AdQhTh8s,1,0.04
AcQsTs8h,1,0.04
AcQsTs8d,1,0.04
AcQhTh8d,1,0.04
AcQhTh8s,1,0.04
AcQdTd8s,1,0.04
AcQdTd8h,1,0.04
AsQh9h8s,1,0.37
AsQd9d8s,1,0.37
AsQc9c8s,1,0.37
AhQd9d8h,1,0.37
AhQc9c8h,1,0.37
AhQs9s8h,1,0.37
AdQc9c8d,1,0.37
AdQs9s8d,1,0.37
AdQh9h8d,1,0.37
AcQs9s8c,1,0.37
AcQh9h8c,1,0.37
AcQd9d8c,1,0.37
AsQh9h7s,1,0.16
AsQd9d7s,1,0.16
AsQc9c7s,1,0.16
AhQd9d7h,1,0.16
AhQc9c7h,1,0.16
AhQs9s7h,1,0.16
AdQc9c7d,1,0.16
AdQs9s7d,1,0.16
AdQh9h7d,1,0.16
AcQs9s7c,1,0.16
AcQh9h7c,1,0.16
AcQd9d7c,1,0.16
AsQh9h6s,1,0.11
AsQd9d6s,1,0.11
AsQc9c6s,1,0.11
AhQd9d6h,1,0.11
AhQc9c6h,1,0.11
AhQs9s6h,1,0.11
AdQc9c6d,1,0.11
AdQs9s6d,1,0.11
AdQh9h6d,1,0.11
AcQs9s6c,1,0.11
AcQh9h6c,1,0.11
AcQd9d6c,1,0.11
AsQh9h5s,1,0.11
AsQd9d5s,1,0.11
AsQc9c5s,1,0.11
AhQd9d5h,1,0.11
AhQc9c5h,1,0.11
AhQs9s5h,1,0.11
AdQc9c5d,1,0.11
AdQs9s5d,1,0.11
AdQh9h5d,1,0.11
AcQs9s5c,1,0.11
AcQh9h5c,1,0.11
AcQd9d5c,1,0.11
AsQh9h4s,1,0.02
AsQd9d4s,1,0.02
AsQc9c4s,1,0.02
AhQd9d4h,1,0.02
AhQc9c4h,1,0.02
AhQs9s4h,1,0.02
AdQc9c4d,1,0.02
AdQs9s4d,1,0.02
AdQh9h4d,1,0.02
AcQs9s4c,1,0.02
AcQh9h4c,1,0.02
AcQd9d4c,1,0.02
AsQh9h9d,0.011,0
AsQh9h9c,0.011,0
AsQd9d9c,0.011,0
AsQd9h9d,0.011,0
AsQc9h9c,0.011,0
AsQc9d9c,0.011,0
AhQd9d9c,0.011,0
AhQd9s9d,0.011,0
AhQc9d9c,0.011,0
AhQc9s9c,0.011,0
AhQs9s9c,0.011,0
AhQs9s9d,0.011,0
AdQc9h9c,0.011,0
AdQc9s9c,0.011,0
AdQs9s9c,0.011,0
AdQs9s9h,0.011,0
AdQh9h9c,0.011,0
AdQh9s9h,0.011,0
AcQs9s9h,0.011,0
AcQs9s9d,0.011,0
AcQh9h9d,0.011,0
AcQh9s9h,0.011,0
AcQd9s9d,0.011,0
AcQd9h9d,0.011,0
AsQh8h7s,1,0.27
AsQd8d7s,1,0.27
AsQc8c7s,1,0.27
AhQd8d7h,1,0.27
AhQc8c7h,1,0.27
AhQs8s7h,1,0.27
AdQc8c7d,1,0.27
AdQs8s7d,1,0.27
AdQh8h7d,1,0.27
AcQs8s7c,1,0.27
AcQh8h7c,1,0.27
AcQd8d7c,1,0.27
AsQh8h6s,1,0.23
AsQd8d6s,1,0.23
AsQc8c6s,1,0.23
AhQd8d6h,1,0.23
AhQc8c6h,1,0.23
AhQs8s6h,1,0.23
AdQc8c6d,1,0.23
AdQs8s6d,1,0.23
AdQh8h6d,1,0.23
AcQs8s6c,1,0.23
AcQh8h6c,1,0.23
AcQd8d6c,1,0.23
AsQh8h5s,1,0.22
AsQd8d5s,1,0.22
AsQc8c5s,1,0.22
AhQd8d5h,1,0.22
AhQc8c5h,1,0.22
AhQs8s5h,1,0.22
AdQc8c5d,1,0.22
AdQs8s5d,1,0.22
AdQh8h5d,1,0.22
AcQs8s5c,1,0.22
AcQh8h5c,1,0.22
AcQd8d5c,1,0.22
AsQh8h4s,1,0.08
AsQd8d4s,1,0.08
AsQc8c4s,1,0.08
AhQd8d4h,1,0.08
AhQc8c4h,1,0.08
AhQs8s4h,1,0.08
AdQc8c4d,1,0.08
AdQs8s4d,1,0.08
AdQh8h4d,1,0.08
AcQs8s4c,1,0.08
AcQh8h4c,1,0.08
AcQd8d4c,1,0.08
AsQh7h6s,1,0.25
AsQd7d6s,1,0.25
AsQc7c6s,1,0.25
AhQd7d6h,1,0.25
AhQc7c6h,1,0.25
AhQs7s6h,1,0.25
AdQc7c6d,1,0.25
AdQs7s6d,1,0.25
AdQh7h6d,1,0.25
AcQs7s6c,1,0.25
AcQh7h6c,1,0.25
AcQd7d6c,1,0.25
AsQh7h5s,1,0.27
AsQd7d5s,1,0.27
AsQc7c5s,1,0.27
AhQd7d5h,1,0.27
AhQc7c5h,1,0.27
AhQs7s5h,1,0.27
AdQc7c5d,1,0.27
AdQs7s5d,1,0.27
AdQh7h5d,1,0.27
AcQs7s5c,1,0.27
AcQh7h5c,1,0.27
AcQd7d5c,1,0.27
AsQh7h4s,1,0.13
AsQd7d4s,1,0.13
AsQc7c4s,1,0.13
AhQd7d4h,1,0.13
AhQc7c4h,1,0.13
AhQs7s4h,1,0.13
AdQc7c4d,1,0.13
AdQs7s4d,1,0.13
AdQh7h4d,1,0.13
AcQs7s4c,1,0.13
AcQh7h4c,1,0.13
AcQd7d4c,1,0.13
AsQh6h5s,1,0.27
AsQd6d5s,1,0.27
AsQc6c5s,1,0.27
AhQd6d5h,1,0.27
AhQc6c5h,1,0.27
AhQs6s5h,1,0.27
AdQc6c5d,1,0.27
AdQs6s5d,1,0.27
AdQh6h5d,1,0.27
AcQs6s5c,1,0.27
AcQh6h5c,1,0.27
AcQd6d5c,1,0.27
AsQh6h4s,1,0.16
AsQd6d4s,1,0.16
AsQc6c4s,1,0.16
AhQd6d4h,1,0.16
AhQc6c4h,1,0.16
AhQs6s4h,1,0.16
AdQc6c4d,1,0.16
AdQs6s4d,1,0.16
AdQh6h4d,1,0.16
AcQs6s4c,1,0.16
AcQh6h4c,1,0.16
AcQd6d4c,1,0.16
AsQh5h4s,1,0.45
AsQd5d4s,1,0.45
AsQc5c4s,1,0.45
AhQd5d4h,1,0.45
AhQc5c4h,1,0.45
AhQs5s4h,1,0.45
AdQc5c4d,1,0.45
AdQs5s4d,1,0.45
AdQh5h4d,1,0.45
AcQs5s4c,1,0.45
AcQh5h4c,1,0.45
AcQd5d4c,1,0.45
AsQh5h3s,1,0.31
AsQd5d3s,1,0.31
AsQc5c3s,1,0.31
AhQd5d3h,1,0.31
AhQc5c3h,1,0.31
AhQs5s3h,1,0.31
AdQc5c3d,1,0.31
AdQs5s3d,1,0.31
AdQh5h3d,1,0.31
AcQs5s3c,1,0.31
AcQh5h3c,1,0.31
AcQd5d3c,1,0.31
AsQh5h2s,1,0.09
AsQd5d2s,1,0.09
AsQc5c2s,1,0.09
AhQd5d2h,1,0.09
AhQc5c2h,1,0.09
AhQs5s2h,1,0.09
AdQc5c2d,1,0.09
AdQs5s2d,1,0.09
AdQh5h2d,1,0.09
AcQs5s2c,1,0.09
AcQh5h2c,1,0.09
AcQd5d2c,1,0.09
AsQh4h3s,1,0.27
AsQd4d3s,1,0.27
AsQc4c3s,1,0.27
AhQd4d3h,1,0.27
AhQc4c3h,1,0.27
AhQs4s3h,1,0.27
AdQc4c3d,1,0.27
AdQs4s3d,1,0.27
AdQh4h3d,1,0.27
AcQs4s3c,1,0.27
AcQh4h3c,1,0.27
AcQd4d3c,1,0.27
AsQh4h2s,1,0.09
AsQd4d2s,1,0.09
AsQc4c2s,1,0.09
AhQd4d2h,1,0.09
AhQc4c2h,1,0.09
AhQs4s2h,1,0.09
AdQc4c2d,1,0.09
AdQs4s2d,1,0.09
AdQh4h2d,1,0.09
AcQs4s2c,1,0.09
AcQh4h2c,1,0.09
AcQd4d2c,1,0.09
AsQh3h2s,1,0.04
AsQd3d2s,1,0.04
AsQc3c2s,1,0.04
AhQd3d2h,1,0.04
AhQc3c2h,1,0.04
AhQs3s2h,1,0.04
AdQc3c2d,1,0.04
AdQs3s2d,1,0.04
AdQh3h2d,1,0.04
AcQs3s2c,1,0.04
AcQh3h2c,1,0.04
AcQd3d2c,1,0.04
AsQhQdJs,1,0.72
AsQhQcJs,1,0.72
AsQdQcJs,1,0.72
AhQdQcJh,1,0.72
AhQsQdJh,1,0.72
AhQsQcJh,1,0.72
AdQhQcJd,1,0.72
AdQsQcJd,1,0.72
AdQsQhJd,1,0.72
AcQsQhJc,1,0.72
AcQsQdJc,1,0.72
AcQhQdJc,1,0.72
AsQhQdTs,1,0.71
AsQhQcTs,1,0.71
AsQdQcTs,1,0.71
AhQdQcTh,1,0.71
AhQsQdTh,1,0.71
AhQsQcTh,1,0.71
AdQhQcTd,1,0.71
AdQsQcTd,1,0.71
AdQsQhTd,1,0.71
AcQsQhTc,1,0.71
AcQsQdTc,1,0.71
AcQhQdTc,1,0.71
AsQhQd9s,1,0.45
AsQhQc9s,1,0.45
AsQdQc9s,1,0.45
AhQdQc9h,1,0.45
AhQsQd9h,1,0.45
AhQsQc9h,1,0.45
AdQhQc9d,1,0.45
AdQsQc9d,1,0.45
AdQsQh9d,1,0.45
AcQsQh9c,1,0.45
AcQsQd9c,1,0.45
AcQhQd9c,1,0.45
AsQhQd8s,1,0.4
AsQhQc8s,1,0.4
AsQdQc8s,1,0.4
AhQdQc8h,1,0.4
AhQsQd8h,1,0.4
AhQsQc8h,1,0.4
AdQhQc8d,1,0.4
AdQsQc8d,1,0.4
AdQsQh8d,1,0.4
AcQsQh8c,1,0.4
AcQsQd8c,1,0.4
AcQhQd8c,1,0.4
AsQhQd7s,1,0.27
AsQhQc7s,1,0.27
AsQdQc7s,1,0.27
AhQdQc7h,1,0.27
AhQsQd7h,1,0.27
AhQsQc7h,1,0.27
AdQhQc7d,1,0.27
AdQsQc7d,1,0.27
AdQsQh7d,1,0.27
AcQsQh7c,1,0.27
AcQsQd7c,1,0.27
AcQhQd7c,1,0.27
AsQhQd6s,1,0.26
AsQhQc6s,1,0.26
AsQdQc6s,1,0.26
AhQdQc6h,1,0.26
AhQsQd6h,1,0.26
AhQsQc6h,1,0.26
AdQhQc6d,1,0.26
AdQsQc6d,1,0.26
AdQsQh6d,1,0.26
AcQsQh6c,1,0.26
AcQsQd6c,1,0.26
AcQhQd6c,1,0.26
AsQhQd5s,1,0.38
AsQhQc5s,1,0.38
AsQdQc5s,1,0.38
AhQdQc5h,1,0.38
AhQsQd5h,1,0.38
AhQsQc5h,1,0.38
AdQhQc5d,1,0.38
AdQsQc5d,1,0.38
AdQsQh5d,1,0.38
AcQsQh5c,1,0.38
AcQsQd5c,1,0.38
AcQhQd5c,1,0.38
AsQhQd4s,1,0.39
AsQhQc4s,1,0.39
AsQdQc4s,1,0.39
AhQdQc4h,1,0.39
AhQsQd4h,1,0.39
AhQsQc4h,1,0.39
AdQhQc4d,1,0.39
AdQsQc4d,1,0.39
AdQsQh4d,1,0.39
AcQsQh4c,1,0.39
AcQsQd4c,1,0.39
AcQhQd4c,1,0.39
AsQhQd3s,1,0.37
AsQhQc3s,1,0.37
